U+1F4DF	\xF0\x9F\x93\x9F
U+1F4E0	\xF0\x9F\x93\xA0
U+1F4E1	\xF0\x9F\x93\xA1
U+1F4E2	\xF0\x9F\x93\xA2
U+1F4E3	\xF0\x9F\x93\xA3
U+1F4E4	\xF0\x9F\x93\xA4
U+1F4E5	\xF0\x9F\x93\xA5
U+1F4E6	\xF0\x9F\x93\xA6
U+1F4E7	\xF0\x9F\x93\xA7
U+1F4E8	\xF0\x9F\x93\xA8
U+1F4E9	\xF0\x9F\x93\xA9
U+1F4EA	\xF0\x9F\x93\xAA
U+1F4EB	\xF0\x9F\x93\xAB
U+1F4EE	\xF0\x9F\x93\xAE
U+1F4F0	\xF0\x9F\x93\xB0
U+1F4F1	\xF0\x9F\x93\xB1
U+1F4F2	\xF0\x9F\x93\xB2
U+1F4F3	\xF0\x9F\x93\xB3
U+1F4F4	\xF0\x9F\x93\xB4
U+1F4F6	\xF0\x9F\x93\xB6
U+1F4F7	\xF0\x9F\x93\xB7
U+1F4F9	\xF0\x9F\x93\xB9
U+1F4FA	\xF0\x9F\x93\xBA
U+1F4FB	\xF0\x9F\x93\xBB
U+1F4FC	\xF0\x9F\x93\xBC
U+1F503	\xF0\x9F\x94\x83
U+1F50A	\xF0\x9F\x94\x8A
U+1F50B	\xF0\x9F\x94\x8B
U+1F50C	\xF0\x9F\x94\x8C
U+1F50D	\xF0\x9F\x94\x8D
U+1F50E	\xF0\x9F\x94\x8E
U+1F50F	\xF0\x9F\x94\x8F
U+1F510	\xF0\x9F\x94\x90
U+1F511	\xF0\x9F\x94\x91
U+1F512	\xF0\x9F\x94\x92
U+1F513	\xF0\x9F\x94\x93
U+1F514	\xF0\x9F\x94\x94
U+1F516	\xF0\x9F\x94\x96
U+1F517	\xF0\x9F\x94\x97
U+1F518	\xF0\x9F\x94\x98
U+1F519	\xF0\x9F\x94\x99
U+1F51A	\xF0\x9F\x94\x9A
U+1F51B	\xF0\x9F\x94\x9B
U+1F51C	\xF0\x9F\x94\x9C
U+1F51D	\xF0\x9F\x94\x9D
U+1F51E	\xF0\x9F\x94\x9E
U+1F51F	\xF0\x9F\x94\x9F
U+1F520	\xF0\x9F\x94\xA0
U+1F521	\xF0\x9F\x94\xA1
U+1F522	\xF0\x9F\x94\xA2
U+1F523	\xF0\x9F\x94\xA3
U+1F524	\xF0\x9F\x94\xA4
U+1F525	\xF0\x9F\x94\xA5
U+1F526	\xF0\x9F\x94\xA6
U+1F527	\xF0\x9F\x94\xA7
U+1F528	\xF0\x9F\x94\xA8
U+1F529	\xF0\x9F\x94\xA9
U+1F52A	\xF0\x9F\x94\xAA
U+1F52B	\xF0\x9F\x94\xAB
U+1F52E	\xF0\x9F\x94\xAE
U+1F52F	\xF0\x9F\x94\xAF
U+1F530	\xF0\x9F\x94\xB0
U+1F531	\xF0\x9F\x94\xB1
U+1F532	\xF0\x9F\x94\xB2
U+1F533	\xF0\x9F\x94\xB3
U+1F534	\xF0\x9F\x94\xB4
U+1F535	\xF0\x9F\x94\xB5
U+1F536	\xF0\x9F\x94\xB6
U+1F537	\xF0\x9F\x94\xB7
U+1F538	\xF0\x9F\x94\xB8
U+1F539	\xF0\x9F\x94\xB9
U+1F53A	\xF0\x9F\x94\xBA
U+1F53B	\xF0\x9F\x94\xBB
U+1F53C	\xF0\x9F\x94\xBC
U+1F53D	\xF0\x9F\x94\xBD
U+1F550	\xF0\x9F\x95\x90
U+1F551	\xF0\x9F\x95\x91
U+1F552	\xF0\x9F\x95\x92
U+1F553	\xF0\x9F\x95\x93
U+1F554	\xF0\x9F\x95\x94
U+1F555	\xF0\x9F\x95\x95
U+1F556	\xF0\x9F\x95\x96
U+1F557	\xF0\x9F\x95\x97
U+1F558	\xF0\x9F\x95\x98
U+1F559	\xF0\x9F\x95\x99
U+1F55A	\xF0\x9F\x95\x9A
U+1F55B	\xF0\x9F\x95\x9B
U+1F5FB	\xF0\x9F\x97\xBB
U+1F5FC	\xF0\x9F\x97\xBC
U+1F5FD	\xF0\x9F\x97\xBD
U+1F5FE	\xF0\x9F\x97\xBE
U+1F5FF	\xF0\x9F\x97\xBF
U+1F600	\xF0\x9F\x98\x80
U+1F607	\xF0\x9F\x98\x87
U+1F608	\xF0\x9F\x98\x88
U+1F60E	\xF0\x9F\x98\x8E
U+1F610	\xF0\x9F\x98\x90
U+1F611	\xF0\x9F\x98\x91
U+1F615	\xF0\x9F\x98\x95
U+1F617	\xF0\x9F\x98\x97
U+1F619	\xF0\x9F\x98\x99
U+1F61B	\xF0\x9F\x98\x9B
U+1F61F	\xF0\x9F\x98\x9F
U+1F626	\xF0\x9F\x98\xA6
U+1F627	\xF0\x9F\x98\xA7
U+1F62C	\xF0\x9F\x98\xAC
U+1F62E	\xF0\x9F\x98\xAE
U+1F62F	\xF0\x9F\x98\xAF
U+1F634	\xF0\x9F\x98\xB4
U+1F636	\xF0\x9F\x98\xB6
U+1F681	\xF0\x9F\x9A\x81
U+1F682	\xF0\x9F\x9A\x82
U+1F686	\xF0\x9F\x9A\x86
U+1F688	\xF0\x9F\x9A\x88
U+1F68A	\xF0\x9F\x9A\x8A
U+1F68D	\xF0\x9F\x9A\x8D
U+1F68E	\xF0\x9F\x9A\x8E
U+1F690	\xF0\x9F\x9A\x90
U+1F694	\xF0\x9F\x9A\x94
U+1F696	\xF0\x9F\x9A\x96
U+1F698	\xF0\x9F\x9A\x98
U+1F69B	\xF0\x9F\x9A\x9B
U+1F69C	\xF0\x9F\x9A\x9C
U+1F69D	\xF0\x9F\x9A\x9D
U+1F69E	\xF0\x9F\x9A\x9E
U+1F69F	\xF0\x9F\x9A\x9F
U+1F6A0	\xF0\x9F\x9A\xA0
U+1F6A1	\xF0\x9F\x9A\xA1
U+1F6A3	\xF0\x9F\x9A\xA3
U+1F6A6	\xF0\x9F\x9A\xA6
U+1F6AE	\xF0\x9F\x9A\xAE
U+1F6AF	\xF0\x9F\x9A\xAF
U+1F6B0	\xF0\x9F\x9A\xB0
U+1F6B1	\xF0\x9F\x9A\xB1
U+1F6B3	\xF0\x9F\x9A\xB3
U+1F6B4	\xF0\x9F\x9A\xB4
U+1F6B5	\xF0\x9F\x9A\xB5
U+1F6B7	\xF0\x9F\x9A\xB7
U+1F6B8	\xF0\x9F\x9A\xB8
U+1F6BF	\xF0\x9F\x9A\xBF
U+1F6C1	\xF0\x9F\x9B\x81
U+1F6C2	\xF0\x9F\x9B\x82
U+1F6C3	\xF0\x9F\x9B\x83
U+1F6C4	\xF0\x9F\x9B\x84
U+1F6C5	\xF0\x9F\x9B\x85
U+1F30D	\xF0\x9F\x8C\x8D
U+1F30E	\xF0\x9F\x8C\x8E
U+1F310	\xF0\x9F\x8C\x90
U+1F312	\xF0\x9F\x8C\x92
U+1F316	\xF0\x9F\x8C\x96
U+1F317	\xF0\x9F\x8C\x97
U+1F318	\xF0\x9F\x8C\x98
U+1F31A	\xF0\x9F\x8C\x9A
U+1F31C	\xF0\x9F\x8C\x9C
U+1F31D	\xF0\x9F\x8C\x9D
U+1F31E	\xF0\x9F\x8C\x9E
U+1F332	\xF0\x9F\x8C\xB2
U+1F333	\xF0\x9F\x8C\xB3
U+1F34B	\xF0\x9F\x8D\x8B
U+1F350	\xF0\x9F\x8D\x90
U+1F37C	\xF0\x9F\x8D\xBC
U+1F3C7	\xF0\x9F\x8F\x87
U+1F3C9	\xF0\x9F\x8F\x89
U+1F3E4	\xF0\x9F\x8F\xA4
U+1F400	\xF0\x9F\x90\x80
U+1F401	\xF0\x9F\x90\x81
U+1F402	\xF0\x9F\x90\x82
U+1F403	\xF0\x9F\x90\x83
U+1F404	\xF0\x9F\x90\x84
U+1F405	\xF0\x9F\x90\x85
U+1F406	\xF0\x9F\x90\x86
U+1F407	\xF0\x9F\x90\x87
U+1F408	\xF0\x9F\x90\x88
U+1F409	\xF0\x9F\x90\x89
U+1F40A	\xF0\x9F\x90\x8A
U+1F40B	\xF0\x9F\x90\x8B
U+1F40F	\xF0\x9F\x90\x8F
U+1F410	\xF0\x9F\x90\x90
U+1F413	\xF0\x9F\x90\x93
U+1F415	\xF0\x9F\x90\x95
U+1F416	\xF0\x9F\x90\x96
U+1F42A	\xF0\x9F\x90\xAA
U+1F465	\xF0\x9F\x91\xA5
U+1F46C	\xF0\x9F\x91\xAC
U+1F46D	\xF0\x9F\x91\xAD
U+1F4AD	\xF0\x9F\x92\xAD
U+1F4B6	\xF0\x9F\x92\xB6
U+1F4B7	\xF0\x9F\x92\xB7
U+1F4EC	\xF0\x9F\x93\xAC
U+1F4ED	\xF0\x9F\x93\xAD
U+1F4EF	\xF0\x9F\x93\xAF
U+1F4F5	\xF0\x9F\x93\xB5
U+1F500	\xF0\x9F\x94\x80
U+1F501	\xF0\x9F\x94\x81
U+1F502	\xF0\x9F\x94\x82
U+1F504	\xF0\x9F\x94\x84
U+1F505	\xF0\x9F\x94\x85
U+1F506	\xF0\x9F\x94\x86
U+1F507	\xF0\x9F\x94\x87
U+1F509	\xF0\x9F\x94\x89
U+1F515	\xF0\x9F\x94\x95
U+1F52C	\xF0\x9F\x94\xAC
U+1F52D	\xF0\x9F\x94\xAD
U+1F55C	\xF0\x9F\x95\x9C
U+1F55D	\xF0\x9F\x95\x9D
U+1F55E	\xF0\x9F\x95\x9E
U+1F55F	\xF0\x9F\x95\x9F
U+1F560	\xF0\x9F\x95\xA0
U+1F561	\xF0\x9F\x95\xA1
U+1F562	\xF0\x9F\x95\xA2
U+1F563	\xF0\x9F\x95\xA3
U+1F564	\xF0\x9F\x95\xA4
U+1F565	\xF0\x9F\x95\xA5
U+1F566	\xF0\x9F\x95\xA6
U+1F567	\xF0\x9F\x95\xA7
